age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,past_failures,school_support,family_support,paid_classes,activities,nursery,higher_education_goal,internet_access,romantic_relationship,family_relations,free_time,go_out,workday_alcohol,weekend_alcohol,health_status,absences,attendance_rate,grade_period1,grade_period2,final_grade,passed,parent_edu_avg,alcohol_total,support_score,academic_history,grade_improvement,absence_category,study_efficiency,at_risk_score
21,1,1,0,1,3.0,4.0,3,2,0,1,4,2,1,1,1,1,1,1,1,1,0,1,3,4,5,3,1.0,0,100.0,9,9,11,1,3.5,8,2,9.0,0,0,0.4,10
21,0,1,1,1,4.0,3.0,2,1,3,0,3,2,0,0,0,0,0,0,0,1,0,3,3,2,1,4,3.0,0,99.6,13,14,14,1,3.5,5,0,13.5,1,0,0.6666666666666666,5
16,0,1,0,1,2.0,3.0,0,2,3,0,2,3,0,0,0,0,1,1,0,1,0,3,2,4,5,2,4.0,6,85.6,8,11,11,1,2.5,7,0,9.5,3,1,0.6,8
16,1,1,1,1,,3.0,3,3,2,0,2,2,0,1,1,0,1,1,1,1,0,5,2,2,5,1,1.0,2,94.1,16,17,18,1,,6,2,16.5,1,0,0.6666666666666666,6
16,0,1,1,1,3.0,4.0,1,3,1,1,2,3,0,1,1,0,1,1,0,1,0,4,3,3,4,5,5.0,4,82.9,10,11,9,0,3.5,9,2,10.5,1,1,0.75,9
20,1,0,1,0,1.0,4.0,3,2,0,0,1,1,2,1,1,1,0,0,1,0,1,4,4,1,1,5,1.0,0,100.0,7,8,4,0,2.5,6,2,7.5,1,0,0.5,10
20,0,1,0,1,3.0,1.0,1,3,2,1,1,2,0,1,1,1,0,1,1,1,0,5,5,2,2,1,4.0,1,99.6,18,18,20,1,2.0,3,2,18.0,0,0,0.6666666666666666,3
17,0,0,1,1,4.0,2.0,4,3,3,1,2,4,0,1,1,0,0,1,1,1,0,3,5,3,3,5,1.0,0,100.0,15,17,16,1,3.0,8,2,16.0,2,0,1.0,8
17,0,1,1,1,3.0,3.0,2,2,2,0,3,2,0,0,0,1,0,1,1,1,1,2,5,4,3,1,3.0,6,80.9,17,16,18,1,3.0,4,0,16.5,-1,1,0.4,5
16,1,1,0,1,4.0,2.0,2,3,2,1,1,1,0,0,0,0,1,1,1,1,1,5,1,1,1,1,2.0,9,69.6,18,20,17,1,3.0,2,0,19.0,2,2,0.5,3
18,0,0,0,0,2.0,3.0,1,3,0,0,2,2,0,0,1,1,0,1,1,1,1,4,4,2,5,4,5.0,5,90.4,10,12,14,1,2.5,9,1,11.0,2,1,0.6666666666666666,10
15,0,1,1,1,1.0,,4,0,1,0,1,3,2,0,1,0,1,0,1,0,0,1,2,2,5,2,3.0,1,100.0,10,13,9,0,,7,1,11.5,3,0,1.0,11
20,0,1,0,1,4.0,3.0,3,2,3,1,2,2,0,1,0,1,0,0,1,1,0,4,5,1,2,3,5.0,1,89.5,16,12,16,1,3.5,5,1,14.0,-4,0,1.0,5
18,1,1,1,0,3.0,4.0,3,4,1,0,2,2,1,0,1,0,0,0,1,0,0,2,2,4,1,3,5.0,1,90.5,13,15,16,1,3.5,4,1,14.0,2,0,0.4,6
19,1,1,0,1,3.0,2.0,1,3,0,2,2,3,0,0,1,0,0,1,1,1,1,4,2,4,3,2,1.0,3,89.7,17,17,20,1,2.5,5,1,17.0,0,1,0.6,5
20,0,0,0,1,4.0,4.0,3,4,0,1,1,2,2,0,1,1,0,0,0,1,1,5,2,5,2,5,2.0,1,90.0,3,2,1,0,4.0,7,1,2.5,-1,0,0.3333333333333333,11
20,1,0,0,0,2.0,4.0,1,3,0,0,1,3,0,0,1,0,1,1,1,1,0,1,2,4,1,1,1.0,1,95.5,17,19,20,1,3.0,2,1,18.0,2,0,0.6,2
17,0,1,1,1,4.0,2.0,2,0,3,1,2,1,0,1,1,1,1,0,1,0,0,4,3,1,1,3,1.0,1,99.4,15,17,17,1,3.0,4,2,16.0,2,0,0.5,4
15,0,1,1,1,2.0,3.0,0,2,1,1,1,2,0,0,1,1,1,1,0,1,0,5,2,3,1,4,4.0,4,93.6,11,18,18,1,2.5,5,1,14.5,7,1,0.5,5
15,0,1,1,1,2.0,1.0,0,2,0,1,1,3,2,0,1,1,1,1,0,1,0,5,1,1,4,5,1.0,4,92.7,9,8,7,0,1.5,9,1,8.5,-1,1,1.5,13
21,0,0,0,1,2.0,4.0,3,4,0,1,2,3,0,0,1,1,0,1,1,1,1,5,2,2,2,4,2.0,6,84.3,18,19,19,1,3.0,6,1,18.5,1,1,1.0,7
21,0,1,1,1,4.0,3.0,2,3,2,1,2,3,0,0,1,0,1,1,1,0,0,1,5,5,1,3,3.0,0,100.0,14,15,19,1,3.5,4,1,14.5,1,0,0.5,4
21,0,1,0,0,2.0,2.0,2,2,0,2,1,3,2,1,1,1,0,1,1,1,0,5,2,5,2,2,1.0,0,90.5,6,6,8,0,2.0,4,2,6.0,0,0,0.5,8
21,0,1,0,1,4.0,3.0,1,1,0,0,2,2,0,0,0,1,1,0,1,1,1,1,5,3,3,2,2.0,1,92.2,19,20,19,1,3.5,5,0,19.5,1,0,0.5,5
19,1,1,0,1,4.0,3.0,1,2,0,1,3,1,0,1,0,0,1,0,1,1,0,2,2,2,1,4,1.0,1,97.7,12,13,14,1,3.5,5,1,12.5,1,0,0.3333333333333333,5
19,1,1,0,0,3.0,2.0,0,2,0,1,1,2,0,1,1,1,0,0,0,1,0,2,4,4,5,5,5.0,3,88.7,7,13,12,1,2.5,10,2,10.0,6,1,0.4,10
20,1,0,0,1,3.0,0.0,4,2,3,1,2,3,0,1,0,1,0,1,1,1,0,2,3,4,1,3,1.0,4,89.3,15,20,17,1,1.5,4,1,17.5,5,1,0.6,4
16,1,1,0,1,3.0,3.0,3,4,2,1,1,3,0,0,0,1,1,1,1,0,0,5,5,4,1,1,,12,72.4,8,12,14,1,3.0,2,0,10.0,4,2,0.6,4
17,1,1,1,1,2.0,3.0,0,3,0,1,1,4,0,1,0,0,0,0,1,1,0,1,1,1,2,2,,1,94.7,17,19,20,1,2.5,4,1,18.0,2,0,2.0,4
17,1,0,0,0,3.0,4.0,0,2,3,1,1,1,1,0,0,1,0,0,1,1,0,2,2,4,2,4,2.0,1,94.8,12,9,9,0,3.5,6,0,10.5,-3,0,0.2,8
21,1,0,0,0,3.0,4.0,3,2,1,1,1,2,0,1,1,0,0,1,1,0,0,3,5,2,4,3,1.0,2,93.7,12,14,16,1,3.5,7,2,13.0,2,0,0.6666666666666666,7
20,0,1,0,1,4.0,3.0,0,2,3,1,3,3,0,1,0,1,1,0,0,0,0,2,3,5,1,5,5.0,5,91.9,14,15,16,1,3.5,6,1,14.5,1,1,0.5,7
18,0,1,0,1,4.0,4.0,2,4,3,0,1,3,0,1,0,0,0,1,0,1,0,5,2,1,3,1,5.0,3,95.7,15,17,17,1,4.0,4,1,16.0,2,1,1.5,4
16,0,1,1,1,4.0,3.0,1,2,3,0,2,3,0,1,1,0,1,0,1,0,1,3,3,4,2,1,3.0,2,99.0,16,17,17,1,3.5,3,2,16.5,1,0,0.6,3
20,0,1,1,0,4.0,3.0,0,0,1,1,1,3,0,0,1,1,1,1,1,1,0,4,1,2,4,2,5.0,3,93.3,14,16,17,1,3.5,6,1,15.0,2,1,1.0,6
16,1,1,0,1,3.0,2.0,4,4,3,1,1,2,1,0,0,1,1,1,1,1,0,3,5,3,5,1,2.0,1,98.4,10,11,9,0,2.5,6,0,10.5,1,0,0.5,8
16,1,1,1,1,3.0,2.0,4,3,1,1,2,1,2,0,0,1,0,1,1,0,0,4,1,2,5,3,1.0,4,95.8,6,2,0,0,2.5,8,0,4.0,-4,1,0.3333333333333333,12
16,0,1,0,0,4.0,3.0,0,2,0,2,2,2,1,1,1,0,1,0,1,1,0,3,3,5,4,2,5.0,0,95.7,11,11,11,1,3.5,6,2,11.0,0,0,0.3333333333333333,8
20,0,0,0,1,3.0,0.0,4,3,3,0,3,1,0,0,0,1,0,0,1,1,0,1,4,2,5,2,2.0,2,100.0,10,14,14,1,1.5,7,0,12.0,4,0,0.3333333333333333,7
21,1,1,0,1,4.0,3.0,4,3,0,0,3,2,2,0,1,1,1,1,1,0,1,3,4,2,1,2,3.0,4,90.9,14,15,11,1,3.5,3,1,14.5,1,1,0.6666666666666666,7
17,0,1,0,1,3.0,4.0,1,2,1,2,1,1,2,0,0,1,1,1,1,0,0,2,5,1,2,3,1.0,1,97.7,9,8,5,0,3.5,5,0,8.5,-1,0,0.5,9
17,0,1,1,1,3.0,2.0,0,3,3,1,2,2,0,0,0,0,1,1,1,1,1,4,2,5,3,4,4.0,5,85.0,13,12,13,1,2.5,7,0,12.5,-1,1,0.3333333333333333,8
21,0,0,1,1,4.0,3.0,0,2,3,2,1,3,0,1,0,0,1,1,1,1,0,4,1,4,5,1,5.0,4,96.1,10,12,18,1,3.5,6,1,11.0,2,1,0.6,6
16,0,0,0,0,4.0,4.0,1,3,0,1,2,4,0,0,0,1,1,0,1,1,1,2,4,5,1,1,5.0,2,99.2,20,20,20,1,4.0,2,0,20.0,0,0,0.6666666666666666,2
18,1,0,0,1,2.0,4.0,0,3,0,1,4,3,0,1,1,0,0,1,1,1,1,1,4,3,2,4,3.0,0,93.2,17,19,17,1,3.0,6,2,18.0,2,0,0.75,6
15,0,0,0,1,4.0,2.0,1,2,1,0,1,2,2,0,1,1,1,1,1,1,0,3,2,5,1,2,2.0,5,89.1,9,9,10,1,3.0,3,1,9.0,0,1,0.3333333333333333,8
20,0,0,1,1,3.0,2.0,0,2,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,5,3.0,0,96.4,18,19,18,1,2.5,6,2,18.5,1,0,0.5,6
15,1,1,1,1,2.0,3.0,3,4,1,0,2,1,0,0,1,1,0,1,1,1,0,2,3,4,2,3,2.0,2,93.7,9,8,9,0,2.5,5,1,8.5,-1,0,0.2,5
21,1,1,0,1,4.0,3.0,0,2,2,1,2,4,0,0,1,1,0,0,0,0,1,3,4,5,5,2,1.0,4,82.4,10,10,11,1,3.5,7,1,10.0,0,1,0.6666666666666666,7
18,0,1,0,1,3.0,2.0,2,1,2,0,1,2,0,1,1,1,1,1,1,0,0,2,5,4,5,2,5.0,1,98.3,14,15,17,1,2.5,7,2,14.5,1,0,0.4,7
20,1,0,0,0,3.0,2.0,2,4,0,1,4,1,0,1,1,0,0,1,1,1,1,4,5,1,1,2,4.0,0,100.0,17,15,19,1,2.5,3,2,16.0,-2,0,0.5,3
21,0,0,1,1,2.0,4.0,4,3,0,1,2,3,2,0,0,1,1,0,1,1,1,4,3,2,4,1,3.0,5,88.9,4,6,6,0,3.0,5,0,5.0,2,1,1.0,10
16,0,1,0,1,,3.0,2,3,0,2,1,2,0,0,0,0,1,0,1,0,0,4,2,3,5,1,4.0,7,80.5,9,11,10,1,,6,0,10.0,2,1,0.5,7
17,1,1,0,1,3.0,4.0,4,2,0,0,1,4,1,0,1,1,1,1,1,1,0,5,2,5,1,5,4.0,2,93.6,10,10,14,1,3.5,6,1,10.0,0,0,0.6666666666666666,8
15,0,1,0,0,3.0,4.0,2,2,0,2,2,2,0,0,1,0,1,0,1,1,0,5,4,4,3,3,5.0,4,80.6,16,18,19,1,3.5,6,1,17.0,2,1,0.4,6
19,0,0,1,1,2.0,4.0,3,2,2,0,1,2,0,0,1,1,0,1,1,1,1,4,4,5,3,2,5.0,2,99.8,13,16,19,1,3.0,5,1,14.5,3,0,0.3333333333333333,5
19,0,1,0,0,4.0,2.0,3,2,0,0,1,2,0,0,1,1,1,0,1,1,0,5,4,1,4,1,4.0,2,86.1,15,19,20,1,3.0,5,1,17.0,4,0,1.0,5
18,0,1,0,1,3.0,4.0,4,3,0,0,2,4,1,0,1,0,1,1,1,1,0,5,3,2,1,4,1.0,0,100.0,13,13,14,1,3.5,5,1,13.0,0,0,1.3333333333333333,7
16,1,1,0,0,4.0,0.0,4,2,0,1,2,3,0,0,1,1,1,0,1,1,0,2,3,1,3,1,4.0,1,96.4,15,17,20,1,2.0,4,1,16.0,2,0,1.5,4
15,1,1,0,1,3.0,3.0,2,2,0,1,2,2,0,0,1,0,0,0,1,1,0,3,4,4,5,2,2.0,3,95.4,8,9,10,1,3.0,7,1,8.5,1,1,0.4,7
16,0,0,0,0,3.0,3.0,2,2,0,1,1,2,0,1,0,1,0,1,1,1,0,4,2,5,1,2,2.0,1,98.3,16,20,18,1,3.0,3,1,18.0,4,0,0.3333333333333333,3
15,1,1,0,1,3.0,2.0,0,2,1,0,2,2,2,0,1,1,1,1,1,1,1,5,1,4,4,1,2.0,2,90.1,12,8,11,1,2.5,5,1,10.0,-4,0,0.4,9
18,0,0,0,1,3.0,4.0,0,2,3,1,4,4,0,1,1,0,0,0,1,1,0,2,4,1,4,4,2.0,6,87.8,10,15,16,1,3.5,8,2,12.5,5,1,2.0,9
18,0,1,1,1,3.0,4.0,2,1,1,2,1,3,0,0,1,0,0,0,1,1,1,2,2,5,5,4,3.0,1,97.3,17,18,15,1,3.5,9,1,17.5,1,0,0.5,9
19,0,1,1,0,3.0,0.0,1,2,3,1,2,3,0,0,1,1,0,1,1,0,0,3,2,4,3,2,1.0,5,86.4,12,13,13,1,1.5,5,1,12.5,1,1,0.6,6
16,0,1,1,1,3.0,3.0,4,2,3,0,4,2,0,0,0,0,0,1,1,1,1,2,5,5,3,1,3.0,0,100.0,14,15,15,1,3.0,4,0,14.5,1,0,0.3333333333333333,4
20,0,0,0,0,2.0,2.0,4,2,2,1,2,2,1,0,0,0,0,1,1,1,0,1,1,3,4,3,3.0,5,93.3,8,10,8,0,2.0,7,0,9.0,2,1,0.5,10
19,1,1,0,0,3.0,3.0,3,3,0,1,2,2,2,0,1,0,1,1,1,1,1,1,4,1,2,3,2.0,0,98.2,7,4,8,0,3.0,5,1,5.5,-3,0,1.0,9
16,0,1,0,1,2.0,4.0,1,3,0,2,1,3,0,0,0,0,1,0,1,1,0,4,1,1,4,2,1.0,1,99.4,19,20,20,1,3.0,6,0,19.5,1,0,1.5,6
19,1,1,1,0,2.0,,4,2,3,1,2,3,2,1,1,0,0,1,1,1,0,3,4,3,4,4,1.0,2,96.1,7,7,5,0,,8,2,7.0,0,0,0.75,12
20,1,0,1,1,4.0,4.0,1,3,0,1,2,2,1,0,0,0,0,1,1,0,0,1,1,2,1,3,4.0,3,90.4,16,13,16,1,4.0,4,0,14.5,-3,1,0.6666666666666666,6
17,0,1,0,1,3.0,2.0,4,2,0,1,2,2,0,1,1,0,1,1,0,1,0,3,1,4,5,1,3.0,9,74.6,12,15,12,1,2.5,6,2,13.5,3,2,0.4,7
17,0,0,0,1,3.0,3.0,2,3,0,1,4,2,2,1,0,1,0,1,0,1,0,4,2,2,1,5,1.0,1,92.5,8,6,9,0,3.0,6,1,7.0,-2,0,0.6666666666666666,10
17,0,1,1,1,3.0,,4,3,3,1,1,1,0,0,1,1,1,1,0,1,0,2,1,5,4,5,5.0,0,100.0,14,17,15,1,,9,1,15.5,3,0,0.16666666666666666,9
17,0,1,0,1,4.0,2.0,0,3,3,0,1,4,0,0,1,0,0,1,1,0,1,2,1,4,1,4,3.0,1,94.5,16,18,20,1,3.0,5,1,17.0,2,0,0.8,5
21,0,1,1,1,3.0,2.0,0,3,0,1,1,2,0,0,1,1,1,1,1,1,0,2,4,4,3,5,1.0,1,91.2,16,13,18,1,2.5,8,1,14.5,-3,0,0.4,8
15,1,1,1,1,4.0,,0,3,0,0,2,3,0,0,1,1,1,1,1,1,0,1,2,4,4,1,5.0,2,94.7,18,20,20,1,,5,1,19.0,2,0,0.6,5
21,0,1,0,1,3.0,4.0,4,3,2,1,1,3,0,0,1,0,1,1,1,0,1,3,1,3,3,2,5.0,7,87.4,11,12,15,1,3.5,5,1,11.5,1,1,0.75,6
21,0,1,1,1,4.0,2.0,3,3,2,0,2,3,1,1,0,1,1,1,0,0,0,1,2,1,3,2,5.0,3,98.3,9,10,9,0,3.0,5,1,9.5,1,1,1.5,7
21,1,1,0,1,4.0,3.0,4,1,2,0,1,4,1,1,0,1,0,1,1,1,0,5,2,3,5,1,2.0,2,80.7,12,13,13,1,3.5,6,1,12.5,1,0,1.0,8
17,1,0,1,0,4.0,,3,4,0,1,2,3,1,1,0,0,0,0,1,1,1,3,3,3,3,2,4.0,0,100.0,12,12,10,1,,5,1,12.0,0,0,0.75,7
20,0,1,1,1,2.0,2.0,1,3,2,1,1,4,0,0,1,0,1,1,1,1,0,4,4,3,1,1,4.0,0,100.0,17,20,20,1,2.0,2,1,18.5,3,0,1.0,2
18,1,0,1,1,2.0,3.0,0,2,0,1,3,1,2,0,0,0,1,1,1,1,0,1,3,2,1,1,1.0,1,99.9,4,6,7,0,2.5,2,0,5.0,2,0,0.3333333333333333,6
18,0,1,0,1,2.0,1.0,0,2,3,0,2,3,0,0,1,1,0,1,0,0,0,2,2,3,2,5,1.0,6,84.6,12,11,12,1,1.5,7,1,11.5,-1,1,0.75,8
15,1,1,0,1,2.0,4.0,0,1,3,0,4,3,0,0,0,0,1,0,1,1,0,2,1,1,5,5,4.0,2,100.0,15,17,16,1,3.0,10,0,16.0,2,0,1.5,10
17,1,1,0,0,4.0,3.0,3,1,1,2,2,2,0,0,1,1,1,0,1,1,0,2,4,4,2,4,5.0,2,100.0,16,19,20,1,3.5,6,1,17.5,3,0,0.4,6
17,0,1,1,1,1.0,4.0,3,2,1,1,1,3,0,0,1,1,1,0,1,1,0,1,5,2,3,5,1.0,2,94.6,13,16,17,1,2.5,8,1,14.5,3,0,1.0,8
17,1,1,1,1,1.0,3.0,2,3,1,1,1,3,0,1,1,0,0,0,1,1,0,1,4,3,4,2,2.0,5,85.4,10,13,14,1,2.0,6,2,11.5,3,1,0.75,7
19,1,1,0,1,2.0,4.0,1,2,1,1,4,3,0,1,0,0,1,0,1,1,0,2,3,3,1,5,2.0,3,94.2,15,19,19,1,3.0,6,1,17.0,4,1,0.75,6
16,1,1,0,1,2.0,3.0,2,2,0,1,2,2,2,1,0,0,0,1,1,1,1,2,4,4,4,1,4.0,7,84.9,8,5,6,0,2.5,5,1,6.5,-3,1,0.4,10
19,1,1,0,0,2.0,3.0,2,3,3,1,1,3,3,1,0,0,1,1,1,1,0,2,1,4,2,5,1.0,2,95.3,4,5,2,0,2.5,7,1,4.5,1,0,0.6,13
16,1,0,1,0,4.0,4.0,3,3,3,1,2,2,1,0,0,0,0,1,1,1,1,5,4,2,2,2,1.0,0,100.0,12,14,11,1,4.0,4,0,13.0,2,0,0.6666666666666666,6
17,1,0,0,1,3.0,3.0,3,3,0,0,1,3,0,0,1,1,1,0,1,1,0,1,5,1,1,4,5.0,0,100.0,15,18,18,1,3.0,5,1,16.5,3,0,1.5,5
17,0,1,0,1,0.0,0.0,3,4,0,1,1,2,1,1,0,1,0,1,1,1,1,2,3,2,2,3,1.0,1,100.0,6,6,5,0,0.0,5,1,6.0,0,0,0.6666666666666666,7
19,0,1,0,1,3.0,3.0,4,1,2,0,1,2,1,1,0,0,0,1,0,1,0,4,3,4,4,1,4.0,0,100.0,5,3,2,0,3.0,5,1,4.0,-2,0,0.4,7
19,1,1,0,1,3.0,4.0,4,1,0,1,3,2,0,0,1,1,0,0,1,0,0,2,2,1,2,2,1.0,1,100.0,18,19,18,1,3.5,4,1,18.5,1,0,1.0,4
16,0,1,1,0,2.0,4.0,4,2,3,2,1,1,1,0,1,0,0,0,1,1,0,1,3,3,4,2,1.0,0,100.0,11,10,9,0,3.0,6,1,10.5,-1,0,0.25,8
18,0,1,0,0,3.0,3.0,1,3,3,2,1,1,0,1,0,0,1,1,0,1,1,4,5,3,3,3,2.0,1,96.5,13,15,11,1,3.0,6,1,14.0,2,0,0.25,6
16,0,1,0,1,4.0,3.0,3,4,1,2,1,1,0,0,0,1,0,1,1,0,0,1,5,5,5,4,4.0,1,99.7,10,10,8,0,3.5,9,0,10.0,0,0,0.16666666666666666,9
19,1,1,0,0,4.0,4.0,2,2,1,0,1,3,0,0,0,0,1,1,1,0,0,1,3,4,1,1,3.0,0,100.0,16,20,20,1,4.0,2,0,18.0,4,0,0.6,2
20,0,1,0,1,4.0,1.0,1,3,3,0,2,3,0,0,1,1,1,0,1,1,0,1,4,5,2,4,4.0,3,98.7,16,20,20,1,2.5,6,1,18.0,4,1,0.5,6
19,1,1,0,1,0.0,3.0,2,3,2,0,1,1,1,1,1,1,1,1,1,1,0,3,5,2,1,3,4.0,1,99.0,14,11,12,1,1.5,4,2,12.5,-3,0,0.3333333333333333,6
20,0,0,0,1,4.0,2.0,2,3,1,1,1,1,0,0,1,1,0,0,1,1,0,4,3,2,2,1,3.0,6,89.3,14,18,18,1,3.0,3,1,16.0,4,1,0.3333333333333333,4
15,1,0,1,1,4.0,3.0,2,0,1,0,4,2,0,1,0,0,0,1,1,1,1,5,3,1,3,5,3.0,0,99.4,13,12,13,1,3.5,8,1,12.5,-1,0,1.0,8
19,1,1,1,1,4.0,3.0,2,2,1,0,1,3,2,0,1,0,0,1,0,1,0,5,4,4,4,4,2.0,1,100.0,9,11,7,0,3.5,8,1,10.0,2,0,0.6,12
15,0,0,0,1,0.0,2.0,3,4,0,2,1,1,3,0,0,0,1,0,1,1,0,3,3,1,1,5,5.0,4,91.4,0,0,0,0,1.0,6,0,0.0,0,1,0.5,12
18,0,0,0,1,4.0,2.0,4,3,3,1,2,2,0,1,1,1,0,0,1,1,0,1,1,1,3,1,4.0,2,91.2,12,14,16,1,3.0,4,2,13.0,2,0,1.0,4
16,1,1,0,1,,,0,3,3,1,2,2,0,0,1,1,1,0,1,1,1,5,2,2,3,3,4.0,10,78.6,14,17,15,1,,6,1,15.5,3,2,0.6666666666666666,8
20,0,1,1,0,4.0,,0,3,1,0,3,2,0,0,0,1,0,0,1,1,0,4,5,2,5,5,4.0,0,100.0,14,16,17,1,,10,0,15.0,2,0,0.6666666666666666,10
16,0,1,0,1,1.0,2.0,2,3,3,2,1,2,0,0,0,1,1,0,0,1,0,2,4,4,3,5,4.0,1,89.3,12,12,12,1,1.5,8,0,12.0,0,0,0.4,8
15,0,0,0,1,4.0,4.0,2,2,1,1,3,2,0,1,1,1,0,1,1,0,0,4,4,2,5,2,2.0,0,91.3,12,13,15,1,4.0,7,2,12.5,1,0,0.6666666666666666,7
20,1,0,1,0,4.0,2.0,3,2,3,1,2,3,0,0,0,1,0,1,1,0,0,1,2,4,3,1,4.0,0,100.0,14,17,18,1,3.0,4,0,15.5,3,0,0.6,4
16,1,1,0,0,3.0,3.0,3,3,1,1,2,3,1,0,0,0,1,1,1,1,1,4,1,5,4,3,3.0,3,94.5,10,14,12,1,3.0,7,0,12.0,4,1,0.5,9
19,0,1,1,0,3.0,4.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,3,2,3.0,2,90.5,12,13,12,1,3.5,5,2,12.5,1,0,0.25,7
17,0,1,1,1,,2.0,4,2,0,1,1,3,0,0,1,1,1,1,1,1,1,4,3,5,4,4,1.0,0,100.0,15,17,18,1,,8,1,16.0,2,0,0.5,8
15,0,1,0,1,3.0,2.0,3,3,0,1,2,2,0,0,1,0,0,1,0,1,0,3,4,2,2,3,2.0,1,97.0,12,13,12,1,2.5,5,1,12.5,1,0,0.6666666666666666,5
16,1,1,0,1,3.0,3.0,0,3,3,0,3,4,0,1,0,1,1,0,1,1,0,4,3,3,3,2,1.0,5,77.3,14,20,19,1,3.0,5,1,17.0,6,1,1.0,6
15,1,0,0,1,3.0,4.0,2,3,3,1,2,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,4.0,1,98.4,15,18,15,1,3.5,7,0,16.5,3,0,0.5,7
21,0,1,0,0,4.0,4.0,3,3,1,1,1,3,0,0,0,1,0,0,1,1,1,2,4,1,2,3,2.0,0,95.1,17,18,18,1,4.0,5,0,17.5,1,0,1.5,5
15,0,0,0,1,1.0,4.0,2,3,3,0,1,3,0,0,1,1,0,0,1,1,0,3,3,3,5,2,2.0,0,100.0,17,19,20,1,2.5,7,1,18.0,2,0,0.75,7
20,0,0,0,1,3.0,4.0,0,2,3,2,2,2,0,1,0,0,1,1,1,0,1,4,2,4,4,3,5.0,1,95.0,12,12,12,1,3.5,7,1,12.0,0,0,0.4,7
21,0,0,0,1,3.0,2.0,2,2,3,2,2,4,0,0,1,0,1,1,1,1,1,1,5,2,2,5,5.0,2,96.8,16,18,18,1,2.5,7,1,17.0,2,0,1.3333333333333333,7
20,0,1,0,1,,0.0,4,1,0,1,1,2,0,0,0,0,1,1,1,0,0,3,5,2,2,2,,6,90.9,11,12,12,1,,4,0,11.5,1,1,0.6666666666666666,5
17,0,1,1,0,3.0,2.0,2,4,0,2,1,3,0,1,0,0,1,1,0,1,0,5,2,1,1,5,1.0,12,67.9,17,18,15,1,2.5,6,1,17.5,1,2,1.5,8
21,1,1,0,1,4.0,2.0,0,2,0,1,1,1,0,0,1,0,0,0,1,1,1,2,1,1,2,2,3.0,11,71.9,13,16,14,1,3.0,4,1,14.5,3,2,0.5,6
19,0,1,1,1,4.0,3.0,1,0,1,0,2,2,0,0,1,0,1,1,1,1,0,2,2,2,5,5,3.0,2,100.0,14,13,15,1,3.5,10,1,13.5,-1,0,0.6666666666666666,10
15,1,1,1,1,1.0,3.0,1,2,0,0,2,2,0,0,1,1,1,0,1,1,1,4,2,1,5,1,3.0,0,100.0,17,18,20,1,2.0,6,1,17.5,1,0,1.0,6
16,0,1,0,1,3.0,1.0,2,4,1,1,3,2,0,1,1,0,1,0,1,1,0,5,2,3,5,5,2.0,0,99.6,15,15,17,1,2.0,10,2,15.0,0,0,0.5,10
18,0,1,0,1,0.0,4.0,4,3,0,1,2,2,0,0,0,0,1,0,1,1,0,5,5,3,4,1,4.0,1,100.0,9,12,13,1,2.0,5,0,10.5,3,0,0.5,5
15,1,1,0,1,2.0,2.0,3,0,3,1,1,2,0,1,0,0,1,1,1,1,0,2,4,4,4,3,1.0,6,83.9,15,19,16,1,2.0,7,1,17.0,4,1,0.4,8
15,1,1,0,1,3.0,3.0,3,2,1,0,2,3,0,0,0,0,0,1,1,1,0,2,1,1,3,4,3.0,0,98.9,18,20,19,1,3.0,7,0,19.0,2,0,1.5,7
17,1,1,0,1,4.0,3.0,0,4,2,1,4,2,1,0,1,0,0,1,1,0,0,5,1,2,2,4,2.0,2,90.5,7,9,10,1,3.5,6,1,8.0,2,0,0.6666666666666666,8
19,1,0,1,0,4.0,3.0,2,3,0,0,3,1,0,0,0,0,0,1,1,1,0,2,1,5,5,4,5.0,3,95.3,15,17,17,1,3.5,9,0,16.0,2,1,0.16666666666666666,9
18,0,0,1,0,2.0,3.0,3,3,3,1,3,3,0,1,0,0,1,1,1,0,1,1,3,2,2,1,4.0,1,92.3,13,17,18,1,2.5,3,1,15.0,4,0,1.0,3
21,1,1,1,0,1.0,1.0,3,2,1,1,1,2,2,0,0,0,0,1,1,1,1,2,2,5,3,4,5.0,1,100.0,8,7,5,0,1.0,7,0,7.5,-1,0,0.3333333333333333,11
21,0,1,0,1,3.0,2.0,2,2,3,2,2,2,2,0,1,0,1,1,1,1,0,1,4,5,3,4,5.0,1,94.7,6,3,5,0,2.5,7,1,4.5,-3,0,0.3333333333333333,11
21,1,1,1,1,3.0,4.0,2,2,2,0,3,1,0,0,0,1,0,1,1,1,0,2,4,4,5,5,4.0,0,100.0,17,19,18,1,3.5,10,0,18.0,2,0,0.2,10
20,0,1,0,1,2.0,4.0,2,2,0,2,2,2,1,0,0,0,0,1,1,1,1,3,3,5,2,4,2.0,1,97.7,11,10,10,1,3.0,6,0,10.5,-1,0,0.3333333333333333,8
20,0,1,0,0,4.0,3.0,3,4,2,1,1,2,0,0,0,1,1,1,1,1,0,3,5,3,3,1,5.0,0,100.0,16,15,19,1,3.5,4,0,15.5,-1,0,0.5,4
